speech_rate,setting,sound,subject
3.6985677769305543,natural_set,urban_sound,1
2.6486393137141984,urban_set,natural_sound,1
5.357281119018821,natural_set,natural_sound,1
3.026690485652016,urban_set,urban_sound,1
4.222721892421426,natural_set,urban_sound,1
3.8743270837027164,urban_set,natural_sound,1
4.343904915735862,natural_set,natural_sound,1
3.330250327816631,urban_set,urban_sound,1
4.956186204473941,natural_set,urban_sound,1
3.487362839181255,urban_set,natural_sound,1
4.570579318024525,natural_set,natural_sound,1
3.2593871281557125,urban_set,urban_sound,1
4.610948374895048,natural_set,urban_sound,1
3.349209355539849,urban_set,natural_sound,1
6.520274985424431,natural_set,natural_sound,1
2.4596181252549965,urban_set,urban_sound,1
5.571803189151535,natural_set,urban_sound,1
4.762548931755348,urban_set,natural_sound,1
4.982491226161136,natural_set,natural_sound,1
2.275989950273604,urban_set,urban_sound,1
4.4798377239161296,natural_set,urban_sound,1
2.9480433324329884,urban_set,natural_sound,1
5.521966138834676,natural_set,natural_sound,1
2.875427176611315,urban_set,urban_sound,1
7.133088180039398,natural_set,urban_sound,1
4.614651540937168,urban_set,natural_sound,1
3.805272661429294,natural_set,natural_sound,1
2.6735861590036265,urban_set,urban_sound,1
6.61395548279366,natural_set,urban_sound,1
3.6298137118147107,urban_set,natural_sound,1
4.635150123915376,natural_set,natural_sound,1
2.4525036274140453,urban_set,urban_sound,1
3.9592385363201346,natural_set,urban_sound,1
4.134179611050997,urban_set,natural_sound,1
5.52727647401403,natural_set,natural_sound,1
2.1450617701002828,urban_set,urban_sound,1
4.183652575107287,natural_set,urban_sound,1
2.899358749538559,urban_set,natural_sound,1
5.032028574265583,natural_set,natural_sound,1
2.4981638190042905,urban_set,urban_sound,1
4.729409426429943,natural_set,urban_sound,1
3.8216533735996734,urban_set,natural_sound,1
4.257487953548477,natural_set,natural_sound,1
2.0359419154364473,urban_set,urban_sound,1
4.089513034945724,natural_set,urban_sound,1
3.4255078012480715,urban_set,natural_sound,1
4.954298467467681,natural_set,natural_sound,1
3.459699582599922,urban_set,urban_sound,1
4.810982716626773,natural_set,urban_sound,1
3.654753993830535,urban_set,natural_sound,1
3.7037437082035685,natural_set,natural_sound,1
2.33467089357595,urban_set,urban_sound,2
3.654488946629237,natural_set,urban_sound,2
4.732561636347778,urban_set,natural_sound,2
4.565036550954503,natural_set,natural_sound,2
1.8676170452462975,urban_set,urban_sound,2
3.766020535180243,natural_set,urban_sound,2
3.0588730485391893,urban_set,natural_sound,2
3.5913566954312226,natural_set,natural_sound,2
4.900027226709681,urban_set,urban_sound,2
5.388031165683234,natural_set,urban_sound,2
5.271807394986381,urban_set,natural_sound,2
4.6756269352965445,natural_set,natural_sound,2
2.597516796870615,urban_set,urban_sound,2
5.6067041572491565,natural_set,urban_sound,2
4.609651387448883,urban_set,natural_sound,2
4.8600255016885425,natural_set,natural_sound,2
2.474070693637106,urban_set,urban_sound,2
6.6775143127573084,natural_set,urban_sound,2
3.8147358247074,urban_set,natural_sound,2
3.5710632652257406,natural_set,natural_sound,2
3.0390240263179895,urban_set,urban_sound,2
3.4233556842050232,natural_set,urban_sound,2
2.516699466392917,urban_set,natural_sound,2
4.396703256093298,natural_set,natural_sound,2
1.9462955721164468,urban_set,urban_sound,2
4.830240466930868,natural_set,urban_sound,2
4.528396661713108,urban_set,natural_sound,2
4.895823322602219,natural_set,natural_sound,2
3.195329619107413,urban_set,urban_sound,2
4.5341054786257935,natural_set,urban_sound,2
3.8090640096380066,urban_set,natural_sound,2
4.858121294865239,natural_set,natural_sound,2
1.9128958227260757,urban_set,urban_sound,2
3.800625947012403,natural_set,urban_sound,2
4.797773426112602,urban_set,natural_sound,2
5.594386304371895,natural_set,natural_sound,2
2.2860293690384013,urban_set,urban_sound,2
3.9875431356213236,natural_set,urban_sound,2
4.25958471775635,urban_set,natural_sound,2
4.05973456899553,natural_set,natural_sound,2
2.6079688981373526,urban_set,urban_sound,2
5.108903716867581,natural_set,urban_sound,2
2.596386208817046,urban_set,natural_sound,2
5.360785131232394,natural_set,natural_sound,2
2.2937158848616406,urban_set,urban_sound,2
4.507203395601047,natural_set,urban_sound,2
6.089698552788819,urban_set,natural_sound,2
5.653149859007609,natural_set,natural_sound,2
2.483404818607382,urban_set,urban_sound,2
5.036666720251053,natural_set,urban_sound,2
4.34757174295465,urban_set,natural_sound,2
3.894936322424449,natural_set,natural_sound,2
2.237314118898042,urban_set,urban_sound,2
4.323936079286559,natural_set,urban_sound,2
2.9163512154794367,urban_set,natural_sound,2
4.933685301727726,natural_set,natural_sound,2
2.329819260963294,urban_set,urban_sound,2
4.628879047313838,natural_set,urban_sound,2
4.5359669127659465,urban_set,natural_sound,2
4.65701550182795,natural_set,natural_sound,2
1.8689622304434281,urban_set,urban_sound,2
5.55749273708813,natural_set,urban_sound,2
2.4837660420035306,urban_set,natural_sound,2
4.988000272200199,natural_set,natural_sound,2
2.001985824478505,urban_set,urban_sound,2
4.715683182729498,natural_set,urban_sound,2
2.567468835956519,urban_set,natural_sound,2
5.091366736575537,natural_set,natural_sound,2
2.050478889722854,urban_set,urban_sound,2
3.8087039980811888,natural_set,urban_sound,2
3.101023521359852,urban_set,natural_sound,2
4.337355695246823,natural_set,natural_sound,2
2.804977981447455,urban_set,urban_sound,2
4.155156974563413,natural_set,urban_sound,2
4.018064753192357,urban_set,natural_sound,2
4.553159292191095,natural_set,natural_sound,2
1.8161956898688671,urban_set,urban_sound,2
4.3339352335441506,natural_set,urban_sound,2
4.607552615386877,urban_set,natural_sound,2
4.7287869016695225,natural_set,natural_sound,2
1.9693841890361605,urban_set,urban_sound,2
4.939724879288907,natural_set,urban_sound,2
2.1739485869887663,urban_set,natural_sound,2
4.3613727224785865,natural_set,natural_sound,2
2.4400829098366787,urban_set,urban_sound,2
4.21412361243531,natural_set,urban_sound,2
2.887350153156283,urban_set,natural_sound,2
5.269073278439801,natural_set,natural_sound,2
2.1641125710298255,urban_set,urban_sound,2
3.22403525732946,natural_set,urban_sound,2
4.176877164218954,urban_set,natural_sound,2
4.169211562583363,natural_set,natural_sound,2
2.011569813556767,urban_set,urban_sound,2
4.017473991328951,natural_set,urban_sound,2
2.9721113875907834,urban_set,natural_sound,2
4.258417400035505,natural_set,natural_sound,2
1.9226135057362104,urban_set,urban_sound,2
4.4180465724968645,natural_set,urban_sound,2
3.557875245259674,urban_set,natural_sound,2
5.0324987620237165,natural_set,natural_sound,2
2.3912837098663053,urban_set,urban_sound,3
5.307776444741736,natural_set,urban_sound,3
3.684780115749401,urban_set,natural_sound,3
4.694837216036539,natural_set,natural_sound,3
1.7944180048145102,urban_set,urban_sound,3
5.432634436916293,natural_set,urban_sound,3
3.2090124350969034,urban_set,natural_sound,3
4.190388437915139,natural_set,natural_sound,3
2.116810749706094,urban_set,urban_sound,3
5.531449385042882,natural_set,urban_sound,3
3.0196149393192213,urban_set,natural_sound,3
5.07302041623019,natural_set,natural_sound,3
2.425288113342794,urban_set,urban_sound,3
3.490264397743114,natural_set,urban_sound,3
3.2791641534934652,urban_set,natural_sound,3
4.767872500967355,natural_set,natural_sound,3
2.643092100762309,urban_set,urban_sound,3
4.086370170619641,natural_set,urban_sound,3
4.172424541076836,urban_set,natural_sound,3
3.564838714847275,natural_set,natural_sound,3
2.2857829364154987,urban_set,urban_sound,3
4.8978408314491935,natural_set,urban_sound,3
4.436557889548046,urban_set,natural_sound,3
3.999532907199051,natural_set,natural_sound,3
1.927523964233227,urban_set,urban_sound,3
4.946699977530856,natural_set,urban_sound,3
3.08561032583997,urban_set,natural_sound,3
4.073837637718789,natural_set,natural_sound,3
2.2160007405485365,urban_set,urban_sound,3
6.681832626909807,natural_set,urban_sound,3
3.7559271400681644,urban_set,natural_sound,3
5.653253889809989,natural_set,natural_sound,3
2.8642094871769443,urban_set,urban_sound,3
5.67863911368823,natural_set,urban_sound,3
3.596245593110747,urban_set,natural_sound,3
4.288679093357497,natural_set,natural_sound,3
1.7401226529188114,urban_set,urban_sound,3
3.6667784412487214,natural_set,urban_sound,3
4.151156257047322,urban_set,natural_sound,3
5.862417766140684,natural_set,natural_sound,3
2.217384175233817,urban_set,urban_sound,3
5.417242559658433,natural_set,urban_sound,3
2.864324342420294,urban_set,natural_sound,3
4.1913994462324125,natural_set,natural_sound,3
3.3736185008185826,urban_set,urban_sound,3
4.540652292733121,natural_set,urban_sound,3
3.8205140607997277,urban_set,natural_sound,3
5.540345887831748,natural_set,natural_sound,3
2.3162559395344746,urban_set,urban_sound,3
4.696817633671788,natural_set,urban_sound,3
3.205186378251537,urban_set,natural_sound,3
4.717291650588382,natural_set,natural_sound,3
2.3680424263346302,urban_set,urban_sound,3
4.648982907298725,natural_set,urban_sound,3
3.376155863509942,urban_set,natural_sound,3
4.515268023963351,natural_set,natural_sound,3
1.9441029636398803,urban_set,urban_sound,3
4.860208558911648,natural_set,urban_sound,3
2.8312450117737002,urban_set,natural_sound,3
4.155512746410722,natural_set,natural_sound,3
2.5482610239942995,urban_set,urban_sound,3
4.643352399882568,natural_set,urban_sound,3
3.6270919634874352,urban_set,natural_sound,3
5.341276075154731,natural_set,natural_sound,3
2.330191214631446,urban_set,urban_sound,3
3.4814678527228655,natural_set,urban_sound,3
3.14730269854795,urban_set,natural_sound,3
3.490302830417819,natural_set,natural_sound,3
1.6634180002543968,urban_set,urban_sound,3
3.557225141918202,natural_set,urban_sound,3
3.482238602352254,urban_set,natural_sound,3
5.348894789488784,natural_set,natural_sound,3
1.949831039156918,urban_set,urban_sound,3
4.5332856803844415,natural_set,urban_sound,3
2.918777727460967,urban_set,natural_sound,3
4.929198095427583,natural_set,natural_sound,3
2.550669627788571,urban_set,urban_sound,3
5.104350607105142,natural_set,urban_sound,3
3.784586240674739,urban_set,natural_sound,3
3.7558129669177567,natural_set,natural_sound,3
2.7497466403388686,urban_set,urban_sound,3
3.7115661886016693,natural_set,urban_sound,3
4.107196695930626,urban_set,natural_sound,3
4.265916248648234,natural_set,natural_sound,3
2.898139683623982,urban_set,urban_sound,3
4.837813241434916,natural_set,urban_sound,3
2.961299024093378,urban_set,natural_sound,3
3.926850853258211,natural_set,natural_sound,3
1.7249458298769005,urban_set,urban_sound,3
5.420921428595977,natural_set,urban_sound,3
5.294037717049509,urban_set,natural_sound,3
4.08063092678876,natural_set,natural_sound,3
2.2101587132627696,urban_set,urban_sound,3
2.900668809763385,natural_set,urban_sound,3
4.030902838519678,urban_set,natural_sound,3
5.418962103837827,natural_set,natural_sound,3
2.6122814988205327,urban_set,urban_sound,3
4.634931827908481,natural_set,urban_sound,3
3.255243336187927,urban_set,natural_sound,3
5.402678942378919,natural_set,natural_sound,3
1.699777808933847,urban_set,urban_sound,4
3.765317067509421,natural_set,urban_sound,4
2.530056240337194,urban_set,natural_sound,4
5.187169274404476,natural_set,natural_sound,4
2.6952787409785737,urban_set,urban_sound,4
4.513251543652287,natural_set,urban_sound,4
4.295681506586746,urban_set,natural_sound,4
5.0144807376938205,natural_set,natural_sound,4
1.9544810340567018,urban_set,urban_sound,4
6.400614703716202,natural_set,urban_sound,4
4.93622351944775,urban_set,natural_sound,4
3.4607511031560287,natural_set,natural_sound,4
2.7600746228556146,urban_set,urban_sound,4
5.285915110432054,natural_set,urban_sound,4
3.699081292165596,urban_set,natural_sound,4
3.3275538603886177,natural_set,natural_sound,4
2.6313852874523405,urban_set,urban_sound,4
6.257495480464068,natural_set,urban_sound,4
3.314892926967829,urban_set,natural_sound,4
4.902713255394015,natural_set,natural_sound,4
2.575182789890558,urban_set,urban_sound,4
4.469877867182068,natural_set,urban_sound,4
3.939131351895703,urban_set,natural_sound,4
4.665641593836356,natural_set,natural_sound,4
3.010726927024078,urban_set,urban_sound,4
5.059456762732053,natural_set,urban_sound,4
3.9311457637511,urban_set,natural_sound,4
5.186890482712405,natural_set,natural_sound,4
1.663852209285977,urban_set,urban_sound,4
2.2659241013768288,natural_set,urban_sound,4
3.1988049618033907,urban_set,natural_sound,4
3.555891722734681,natural_set,natural_sound,4
2.579964038176535,urban_set,urban_sound,4
2.5342442481346588,natural_set,urban_sound,4
4.810892882854362,urban_set,natural_sound,4
3.3930253825401344,natural_set,natural_sound,4
2.1229947615934637,urban_set,urban_sound,4
3.898660013996884,natural_set,urban_sound,4
3.5420427477733267,urban_set,natural_sound,4
4.951148520354688,natural_set,natural_sound,4
4.138887850688373,urban_set,urban_sound,4
4.5247047684868775,natural_set,urban_sound,4
4.334940402770575,urban_set,natural_sound,4
3.8393766859732414,natural_set,natural_sound,4
2.9802341044676566,urban_set,urban_sound,4
4.672759609665115,natural_set,urban_sound,4
2.727313707483956,urban_set,natural_sound,4
5.515578905932507,natural_set,natural_sound,4
3.5040013680414015,urban_set,urban_sound,4
4.203882947461565,natural_set,urban_sound,4
4.711187836733546,urban_set,natural_sound,4
4.03443078158416,natural_set,natural_sound,4
2.753119732272321,urban_set,urban_sound,4
4.67212241013381,natural_set,urban_sound,4
4.337116892787289,urban_set,natural_sound,4
3.466380119861691,natural_set,natural_sound,4
1.6237652246608578,urban_set,urban_sound,4
4.282098866345169,natural_set,urban_sound,4
3.57448414888818,urban_set,natural_sound,4
3.759553614573241,natural_set,natural_sound,4
2.214446207263901,urban_set,urban_sound,4
4.560543102234019,natural_set,urban_sound,4
4.210732321002838,urban_set,natural_sound,4
5.557378475973012,natural_set,natural_sound,4
2.138030265065917,urban_set,urban_sound,4
4.5563503495736315,natural_set,urban_sound,4
2.781927250438431,urban_set,natural_sound,4
3.7029762133283155,natural_set,natural_sound,4
2.630314585069009,urban_set,urban_sound,4
3.25538400764547,natural_set,urban_sound,4
3.392139388021314,urban_set,natural_sound,4
3.5097876847028444,natural_set,natural_sound,4
1.9490940236353322,urban_set,urban_sound,4
3.4369077011771063,natural_set,urban_sound,4
4.052328159968249,urban_set,natural_sound,4
3.1999102112548043,natural_set,natural_sound,4
2.8985496423135113,urban_set,urban_sound,4
4.608378440333553,natural_set,urban_sound,4
3.7833691792584196,urban_set,natural_sound,4
3.39874583323286,natural_set,natural_sound,4
2.447524502568608,urban_set,urban_sound,4
3.4226390142811987,natural_set,urban_sound,4
4.223073364035325,urban_set,natural_sound,4
3.5248352958191354,natural_set,natural_sound,4
2.6876775363438363,urban_set,urban_sound,4
5.186537829473082,natural_set,urban_sound,4
4.170114910211484,urban_set,natural_sound,4
5.248026010206753,natural_set,natural_sound,4
1.5822406423991202,urban_set,urban_sound,4
3.5603060456161604,natural_set,urban_sound,4
3.5596622643245186,urban_set,natural_sound,4
5.428382924732029,natural_set,natural_sound,4
2.0545340120416045,urban_set,urban_sound,4
3.9998413579376373,natural_set,urban_sound,4
2.5245542048832914,urban_set,natural_sound,4
5.04881452922363,natural_set,natural_sound,4
1.6906615205146183,urban_set,urban_sound,4
3.5456945138593765,natural_set,urban_sound,4
3.184614663087988,urban_set,natural_sound,4
3.9788414244821935,natural_set,natural_sound,4
3.575495226408292,urban_set,urban_sound,5
5.3008918885382075,natural_set,urban_sound,5
2.8408617668153764,urban_set,natural_sound,5
3.205637806118023,natural_set,natural_sound,5
2.2099952065178483,urban_set,urban_sound,5
3.7746237039845485,natural_set,urban_sound,5
3.667121905714128,urban_set,natural_sound,5
4.893621032009223,natural_set,natural_sound,5
2.583467929722391,urban_set,urban_sound,5
3.7550001754646187,natural_set,urban_sound,5
2.997878476138663,urban_set,natural_sound,5
3.898085261722268,natural_set,natural_sound,5
1.839877230371089,urban_set,urban_sound,5
3.8103547385542407,natural_set,urban_sound,5
3.269814847306776,urban_set,natural_sound,5
4.253125776216461,natural_set,natural_sound,5
3.1432959283000064,urban_set,urban_sound,5
5.190044685459648,natural_set,urban_sound,5
4.260385540381028,urban_set,natural_sound,5
5.266257037249862,natural_set,natural_sound,5
2.7331213194269584,urban_set,urban_sound,5
5.59910181321764,natural_set,urban_sound,5
3.8480609175537746,urban_set,natural_sound,5
3.3117803791800697,natural_set,natural_sound,5
2.6301882015642533,urban_set,urban_sound,5
5.830597498298796,natural_set,urban_sound,5
4.694249430716305,urban_set,natural_sound,5
4.335304897358236,natural_set,natural_sound,5
2.445195387291717,urban_set,urban_sound,5
5.127189102141372,natural_set,urban_sound,5
3.234553487372187,urban_set,natural_sound,5
4.697999012239189,natural_set,natural_sound,5
2.202847658449179,urban_set,urban_sound,5
5.462288060123607,natural_set,urban_sound,5
4.479006828150896,urban_set,natural_sound,5
3.200104992346402,natural_set,natural_sound,5
2.0639621953541556,urban_set,urban_sound,5
4.51513324560749,natural_set,urban_sound,5
5.845648198198675,urban_set,natural_sound,5
5.868439563785566,natural_set,natural_sound,5
2.9643837555117822,urban_set,urban_sound,5
4.170665036773471,natural_set,urban_sound,5
3.548841186495925,urban_set,natural_sound,5
2.8175126770936503,natural_set,natural_sound,5
2.331408753176504,urban_set,urban_sound,5
5.286486498785592,natural_set,urban_sound,5
4.1298466134222656,urban_set,natural_sound,5
3.5844588770496513,natural_set,natural_sound,5
3.2380634329849833,urban_set,urban_sound,5
3.9673763190581277,natural_set,urban_sound,5
4.31977600455728,urban_set,natural_sound,5
4.378141434629667,natural_set,natural_sound,5
2.5510929879943793,urban_set,urban_sound,5
3.94229766094956,natural_set,urban_sound,5
4.012562913306965,urban_set,natural_sound,5
4.208513404489296,natural_set,natural_sound,5
2.925649444206659,urban_set,urban_sound,5
5.807304768609573,natural_set,urban_sound,5
3.400839384338258,urban_set,natural_sound,5
4.544475079785591,natural_set,natural_sound,5
2.107454630435936,urban_set,urban_sound,5
3.671863626481422,natural_set,urban_sound,5
2.483145151209637,urban_set,natural_sound,5
4.150017960519969,natural_set,natural_sound,5
2.4260397486224714,urban_set,urban_sound,5
5.813852385995367,natural_set,urban_sound,5
3.8314134929193275,urban_set,natural_sound,5
4.510956183037447,natural_set,natural_sound,5
2.323047442859841,urban_set,urban_sound,5
3.5872842470895683,natural_set,urban_sound,5
3.6290613354333465,urban_set,natural_sound,5
5.612089911941438,natural_set,natural_sound,5
2.837281044667989,urban_set,urban_sound,5
5.4944484073953666,natural_set,urban_sound,5
3.086716272999355,urban_set,natural_sound,5
4.235251768023272,natural_set,natural_sound,5
2.8630091737670966,urban_set,urban_sound,5
4.68596988641255,natural_set,urban_sound,5
2.8187901514845106,urban_set,natural_sound,5
4.162733783012102,natural_set,natural_sound,5
2.9479921280455925,urban_set,urban_sound,5
3.0265229303461134,natural_set,urban_sound,5
4.3778089838315415,urban_set,natural_sound,5
4.172022418203339,natural_set,natural_sound,5
2.3216761273359943,urban_set,urban_sound,5
5.181687402860809,natural_set,urban_sound,5
3.5773589764622855,urban_set,natural_sound,5
6.232876286596495,natural_set,natural_sound,5
3.456663872305403,urban_set,urban_sound,5
3.740699157723431,natural_set,urban_sound,5
2.8536221430237405,urban_set,natural_sound,5
4.514438945473822,natural_set,natural_sound,5
2.917700836024696,urban_set,urban_sound,5
3.7922431308132065,natural_set,urban_sound,5
3.8942736921112666,urban_set,natural_sound,5
6.280545137997572,natural_set,natural_sound,5
2.5657084364948037,urban_set,urban_sound,5
4.132623641039459,natural_set,urban_sound,5
4.633532833851111,urban_set,natural_sound,5
5.907403601882774,natural_set,natural_sound,5
3.3504292351994036,urban_set,urban_sound,6
3.701882290177145,natural_set,urban_sound,6
2.784662169647995,urban_set,natural_sound,6
3.943885732156471,natural_set,natural_sound,6
2.2206312930864303,urban_set,urban_sound,6
4.255341119916815,natural_set,urban_sound,6
3.147803651887113,urban_set,natural_sound,6
2.878107137246684,natural_set,natural_sound,6
2.7455808307373055,urban_set,urban_sound,6
5.190125338336082,natural_set,urban_sound,6
3.8682237824448085,urban_set,natural_sound,6
4.861188699964684,natural_set,natural_sound,6
1.3163561197708524,urban_set,urban_sound,6
4.211478235796602,natural_set,urban_sound,6
3.2443454097898314,urban_set,natural_sound,6
5.361386565556362,natural_set,natural_sound,6
2.1815871260856183,urban_set,urban_sound,6
4.056609988418475,natural_set,urban_sound,6
2.3966773388411857,urban_set,natural_sound,6
7.356310831472501,natural_set,natural_sound,6
2.36804431532108,urban_set,urban_sound,6
4.85055122369619,natural_set,urban_sound,6
4.7990019725501085,urban_set,natural_sound,6
5.250879394419484,natural_set,natural_sound,6
2.083489366965533,urban_set,urban_sound,6
5.742575590506166,natural_set,urban_sound,6
2.758545376845034,urban_set,natural_sound,6
5.67712396475835,natural_set,natural_sound,6
2.5339893653721433,urban_set,urban_sound,6
6.16089400563076,natural_set,urban_sound,6
3.418915513223065,urban_set,natural_sound,6
5.016173729066186,natural_set,natural_sound,6
2.8410628446925044,urban_set,urban_sound,6
5.261316141281748,natural_set,urban_sound,6
4.221388851829125,urban_set,natural_sound,6
4.103771697585792,natural_set,natural_sound,6
3.2370621985944075,urban_set,urban_sound,6
3.977887101185656,natural_set,urban_sound,6
4.129135989839493,urban_set,natural_sound,6
3.9439787628713687,natural_set,natural_sound,6
1.9755541330490338,urban_set,urban_sound,6
5.98813718433662,natural_set,urban_sound,6
3.2761595179899814,urban_set,natural_sound,6
3.4443500731140224,natural_set,natural_sound,6
2.444511765902517,urban_set,urban_sound,6
4.297236806224046,natural_set,urban_sound,6
3.5060809835261746,urban_set,natural_sound,6
3.9982407674205445,natural_set,natural_sound,6
2.220757511534807,urban_set,urban_sound,6
4.207742556957501,natural_set,urban_sound,6
3.555894214131687,urban_set,natural_sound,6
4.404909551236078,natural_set,natural_sound,6
3.0525691530455457,urban_set,urban_sound,6
4.475448785042636,natural_set,urban_sound,6
3.322761541320259,urban_set,natural_sound,6
3.5283859070467734,natural_set,natural_sound,6
3.0816996428922616,urban_set,urban_sound,6
3.8813245532445833,natural_set,urban_sound,6
4.178696814943956,urban_set,natural_sound,6
5.429173297538213,natural_set,natural_sound,6
1.79346843467356,urban_set,urban_sound,6
4.3473839466010205,natural_set,urban_sound,6
4.11857181300745,urban_set,natural_sound,6
4.805755920001897,natural_set,natural_sound,6
2.072312074457864,urban_set,urban_sound,6
6.664133073249294,natural_set,urban_sound,6
3.1658138867694903,urban_set,natural_sound,6
6.582326479010458,natural_set,natural_sound,6
2.555839925553773,urban_set,urban_sound,6
3.0398289657740674,natural_set,urban_sound,6
4.845942054731235,urban_set,natural_sound,6
4.255813840471073,natural_set,natural_sound,6
2.3360919234097723,urban_set,urban_sound,6
5.165686684815978,natural_set,urban_sound,6
4.71599454669833,urban_set,natural_sound,6
3.992365278172676,natural_set,natural_sound,6
2.0705214223840755,urban_set,urban_sound,6
4.906603722404105,natural_set,urban_sound,6
4.15808265929711,urban_set,natural_sound,6
4.1527599588823785,natural_set,natural_sound,6
2.5362384103377176,urban_set,urban_sound,6
5.712399769300999,natural_set,urban_sound,6
2.705994805477735,urban_set,natural_sound,6
3.6633672766875582,natural_set,natural_sound,6
1.7918457816469695,urban_set,urban_sound,6
4.0777688312598865,natural_set,urban_sound,6
5.635066417125797,urban_set,natural_sound,6
5.455577947895487,natural_set,natural_sound,6
2.366039702806648,urban_set,urban_sound,6
4.265486570470404,natural_set,urban_sound,6
4.2871122525825545,urban_set,natural_sound,6
5.348542995790544,natural_set,natural_sound,6
2.242855387620399,urban_set,urban_sound,6
4.4496706244485855,natural_set,urban_sound,6
4.485687256850252,urban_set,natural_sound,6
4.850266486817115,natural_set,natural_sound,6
2.1031963238414333,urban_set,urban_sound,6
4.5503699436022425,natural_set,urban_sound,6
2.3551442538388665,urban_set,natural_sound,6
4.806788472426562,natural_set,natural_sound,6
2.532491145939406,urban_set,urban_sound,7
4.5969406331532765,natural_set,urban_sound,7
3.305073306940009,urban_set,natural_sound,7
4.932243499167645,natural_set,natural_sound,7
2.722302221512642,urban_set,urban_sound,7
6.153095831972432,natural_set,urban_sound,7
3.956549442192441,urban_set,natural_sound,7
4.722252762088364,natural_set,natural_sound,7
3.298258839727843,urban_set,urban_sound,7
4.194498802828314,natural_set,urban_sound,7
3.5927489439899722,urban_set,natural_sound,7
3.1174282184069577,natural_set,natural_sound,7
1.908574523825953,urban_set,urban_sound,7
4.29648304685826,natural_set,urban_sound,7
3.373665222216765,urban_set,natural_sound,7
5.685197076937978,natural_set,natural_sound,7
2.270080356555485,urban_set,urban_sound,7
4.212135618475443,natural_set,urban_sound,7
3.533204879273237,urban_set,natural_sound,7
5.3568264812841795,natural_set,natural_sound,7
1.7508345213401566,urban_set,urban_sound,7
4.78373606981715,natural_set,urban_sound,7
3.1221469844792136,urban_set,natural_sound,7
4.202515367785309,natural_set,natural_sound,7
2.52151922215898,urban_set,urban_sound,7
5.435365441631398,natural_set,urban_sound,7
4.017992302950624,urban_set,natural_sound,7
4.270678209187602,natural_set,natural_sound,7
2.8325324079771836,urban_set,urban_sound,7
6.559831452209175,natural_set,urban_sound,7
3.8174444586613845,urban_set,natural_sound,7
4.545923662007687,natural_set,natural_sound,7
2.9433313407981023,urban_set,urban_sound,7
4.7806190067752015,natural_set,urban_sound,7
3.948076926858337,urban_set,natural_sound,7
4.822410592771042,natural_set,natural_sound,7
2.492190665983992,urban_set,urban_sound,7
4.669083027305663,natural_set,urban_sound,7
3.3645821455335874,urban_set,natural_sound,7
5.656471837487155,natural_set,natural_sound,7
1.9667848011186861,urban_set,urban_sound,7
4.42960317149983,natural_set,urban_sound,7
4.516349536653899,urban_set,natural_sound,7
5.125821839044329,natural_set,natural_sound,7
2.947491333631031,urban_set,urban_sound,7
7.583527578635035,natural_set,urban_sound,7
3.5498301609166782,urban_set,natural_sound,7
4.153204846042781,natural_set,natural_sound,7
1.7438061809456453,urban_set,urban_sound,7
2.910211840285581,natural_set,urban_sound,7
3.1603347236004864,urban_set,natural_sound,7
3.773403012380187,natural_set,natural_sound,7
2.3266226610367298,urban_set,urban_sound,7
5.32134258533952,natural_set,urban_sound,7
