book,word,value
2,no,-1
2,ha,2
2,pleased,3
2,angry,-3
2,no,-1
2,important,2
2,nervously,-2
2,hiding,-1
2,good,3
2,good,3
2,true,2
2,disappeared,-1
2,broken,-1
2,devoted,3
2,like,2
2,nasty,-3
2,alive,1
2,feeling,1
2,jumpy,-1
2,straight,1
2,hoping,2
2,hope,2
2,help,2
2,clearly,1
2,fire,-2
2,calm,2
2,lost,-3
2,dear,2
2,like,2
2,backed,1
2,fine,2
2,thanks,2
2,great,3
2,lost,-3
2,bright,1
2,mess,-2
2,dodgy,-2
2,want,1
2,no,-1
2,lost,-3
2,top,2
2,wonderful,4
2,frantic,-1
2,excellent,3
2,dear,2
2,good,3
2,no,-1
2,worried,-3
2,love,3
2,careful,2
2,distracted,-2
2,nervously,-2
2,great,3
2,reached,1
2,dreadful,-3
2,worse,-3
2,worse,-3
2,reached,1
2,block,-1
2,backs,1
2,fascinating,3
2,dragged,-1
2,joke,2
2,fabulous,4
2,no,-1
2,boring,-3
2,gained,2
2,fascinating,3
2,ambitious,2
2,no,-1
2,please,1
2,good,3
2,forget,-1
2,jaunty,2
2,better,2
2,big,1
2,positively,2
2,applause,2
2,madly,-3
2,nice,3
2,big,1
2,smile,2
2,worth,2
2,perfect,3
2,happy,3
2,free,1
2,applauded,2
2,no,-1
2,yes,1
2,great,3
2,pleasure,3
2,cheered,2
2,loved,3
2,no,-1
2,trouble,-2
2,leave,-1
2,alone,-2
2,want,1
2,pay,-1
2,struggling,-2
2,hope,2
2,reached,1
2,dear,2
2,disgrace,-2
2,pay,-1
2,clearly,1
2,no,-1
2,no,-1
2,no,-1
2,please,1
2,please,1
2,cried,-2
2,cut,-1
2,best,3
2,ignored,-2
2,no,-1
2,worth,2
2,bad,-3
2,stop,-1
2,better,2
2,fright,-2
2,fine,2
2,pleased,3
2,fight,-1
2,good,3
2,stops,-1
2,stopped,-1
2,safely,1
2,helping,2
2,favorite,2
2,difficult,-1
2,jealous,-2
2,welcome,2
2,favorite,2
2,great,3
2,bad,-3
2,colliding,-1
2,broke,-1
2,fit,1
2,forgotten,-1
2,reached,1
2,dear,2
2,no,-1
2,no,-1
2,no,-1
2,no,-1
2,reached,1
2,solid,2
2,barrier,-2
2,hurt,-2
2,carefully,2
2,nervously,-2
2,disappear,-1
2,barrier,-2
2,safely,1
2,top,2
2,barrier,-2
2,perfectly,3
2,confident,2
2,uncomfortable,-2
2,barrier,-2
2,broke,-1
2,crash,-2
2,barrier,-2
2,lost,-3
2,cruelty,-3
2,curious,1
2,miss,-2
2,feeling,1
2,barrier,-2
2,solid,2
2,stunned,-2
2,curious,1
2,no,-1
2,stuck,-2
2,empty,-1
2,dirty,-2
2,straight,1
2,dull,-2
2,solid,2
2,like,2
2,bright,1
2,worry,-3
2,laugh,1
2,stop,-1
2,fabulous,4
2,dream,1
2,bright,1
2,prospect,1
2,jealous,-2
2,great,3
2,alive,1
2,like,2
2,admit,-1
2,fun,4
2,stopped,-1
2,fantastic,4
2,nervous,-2
2,tired,-2
2,growing,1
2,ignore,-1
2,protest,-2
2,nervously,-2
2,darkness,-1
2,landmark,2
2,straight,1
2,losing,-3
2,hard,-1
2,nasty,-3
2,died,-3
2,falling,-1
2,straight,1
2,solid,2
2,missed,-2
2,great,3
2,losing,-3
2,stop,-1
2,stop,-1
2,terror,-3
2,despairing,-3
2,shaky,-2
2,attacking,-1
2,reach,1
2,trembling,-2
2,hail,2
2,like,2
2,vicious,-2
2,moaned,-2
2,reach,1
2,reached,1
2,angry,-3
2,darkness,-1
2,broken,-1
2,kill,-3
2,disappeared,-1
2,luck,3
2,better,2
2,triumphant,4
2,great,3
2,great,3
2,sparkle,3
2,scared,-2
2,ha,2
2,dirty,-2
2,petrified,-2
2,horrible,-3
2,win,4
2,beating,-1
2,huge,1
2,empty,-1
2,favorite,2
2,favorite,2
2,cruel,-3
2,sarcastic,-2
2,ill,-2
2,hopefully,2
2,ha,2
2,missed,-2
2,hates,-3
2,smiling,2
2,trouble,-2
2,daring,2
2,great,3
2,warmth,2
2,want,1
2,empty,-1
2,good,3
2,faithful,3
2,no,-1
2,barrier,-2
2,convinced,1
2,smiling,2
2,dear,2
2,dear,2
2,mad,-3
2,damage,-3
2,damage,-3
2,expel,-2
2,happy,3
2,sick,-2
2,suspended,-1
2,better,2
2,angry,-3
2,forgotten,-1
2,angry,-3
2,empty,-1
2,backed,1
2,fire,-2
2,launched,1
2,barrier,-2
2,refusing,-2
2,no,-1
2,numb,-1
2,grave,-2
2,wishing,1
2,beaten,-2
2,please,1
2,better,2
2,hated,-3
2,disappointment,-2
2,no,-1
2,hopeless,-2
2,expelling,-2
2,impress,3
2,warn,-2
2,like,2
2,no,-1
2,expel,-2
2,cleared,1
2,restriction,-2
2,damage,-3
2,tard,-2
2,want,1
2,alone,-2
2,like,2
2,wrathful,-3
2,better,2
2,cut,-1
2,good,3
2,cut,-1
2,smiled,2
2,better,2
2,perfectly,3
2,disappointed,-2
2,straight,1
2,luck,3
2,no,-1
2,huge,1
2,barrier,-2
2,grateful,3
2,wish,1
2,want,1
2,want,1
2,clever,2
2,reached,1
2,help,2
2,ridiculous,-3
2,expelled,-2
2,expelled,-2
2,severe,-2
2,cut,-1
2,reached,1
2,brilliant,4
2,inspired,2
2,good,3
2,won,3
2,happy,3
2,excited,3
2,tired,-2
2,like,2
2,backs,1
2,gained,2
2,peace,2
2,top,2
2,reached,1
2,unbelievable,-1
2,cool,1
2,amazing,4
2,help,2
2,great,3
2,enchanted,2
2,dull,-2
2,gray,-1
2,greeted,1
2,accident,-2
2,worst,-3
2,big,1
2,gray,-1
2,no,-1
2,alive,1
2,matter,1
2,better,2
2,timid,-2
2,worse,-3
2,ignored,-2
2,horrible,-3
2,petrified,-2
2,huge,1
2,expelled,-2
2,stopped,-1
2,die,-3
2,shame,-2
2,like,2
2,died,-3
2,hard,-1
2,disgusted,-3
2,straight,1
2,stunned,-2
2,laughed,1
2,broke,-1
2,top,2
2,guilt,-3
2,no,-1
2,good,3
2,punished,-2
2,perfectly,3
2,friendly,2
2,guilt,-3
2,perfectly,3
2,want,1
2,better,2
2,cheerful,2
2,interest,1
2,interesting,2
2,no,-1
2,shocked,-2
2,remarkable,2
2,brilliant,4
2,no,-1
2,reaching,1
2,natural,1
2,want,1
2,blame,-2
2,calm,2
2,yes,1
2,yes,1
2,good,3
2,winning,4
2,charming,3
2,smile,2
2,award,3
2,stunned,-2
2,powerful,2
2,excellent,3
2,missed,-2
2,cry,-1
2,better,2
2,growing,1
2,cry,-1
2,safe,1
2,hard,-1
2,no,-1
2,ugly,-3
2,growing,1
2,clearly,1
2,top,2
2,cries,-2
2,kill,-3
2,exciting,3
2,want,1
2,miss,-2
2,attract,1
2,careful,2
2,top,2
2,smile,2
2,brave,2
2,died,-3
2,fear,-2
2,cornered,-2
2,cool,1
2,fantastic,4
2,glad,3
2,disappointed,-2
2,useful,2
2,chance,2
2,easy,1
2,like,2
2,want,1
2,like,2
2,aching,-2
2,hard,-1
2,difficult,-1
2,leaked,-1
2,worse,-3
2,problems,-2
2,odd,-2
2,gray,-1
2,accidentally,-2
2,pleased,3
2,relieved,2
2,like,2
2,stupid,-2
2,useless,-2
2,like,2
2,yeah,1
2,improved,2
2,perfect,3
2,demanded,-1
2,like,2
2,bright,1
2,hopefully,2
2,survived,2
2,kill,-3
2,disappeared,-1
2,great,3
2,excitement,3
2,amazing,4
2,odd,-2
2,good,3
2,stopped,-1
2,no,-1
2,jealous,-2
2,jealous,-2
2,want,1
2,thanks,2
2,cut,-1
2,stupidly,-2
2,stopped,-1
2,laughing,1
2,careful,2
2,want,1
2,trouble,-2
2,laughed,1
2,like,2
2,worth,2
2,cut,-1
2,humiliation,-3
2,better,2
2,wishing,1
2,good,3
2,like,2
2,reached,1
2,straight,1
2,avoid,-1
2,better,2
2,hope,2
2,fan,3
2,fan,3
2,cleared,1
2,reached,1
2,winner,4
2,charming,3
2,smile,2
2,award,3
2,smiling,2
2,laugh,1
2,smiled,2
2,worry,-3
2,favorite,2
2,greatest,3
2,gift,2
2,favorite,2
2,carefully,2
2,clearly,1
2,gift,2
2,no,-1
2,miss,-2
2,evil,-3
2,care,2
2,good,3
2,miss,-2
2,trembling,-2
2,excellent,3
2,excellent,3
2,warned,-2
2,worst,-3
2,no,-1
2,harm,-2
2,calm,2
2,better,2
2,stopped,-1
2,laughing,1
2,scream,-2
2,provoke,-1
2,yes,1
2,mistake,-2
2,scream,-2
2,terror,-3
2,yes,1
2,smiled,2
2,choked,-2
2,like,2
2,bizarre,-2
2,like,2
2,straight,1
2,broken,-1
2,wreck,-2
2,effectively,2
2,waste,-1
2,no,-1
2,mad,-3
2,calm,2
2,clever,2
2,charm,3
2,reach,1
2,amazing,4
2,dodging,-2
2,avoid,-1
2,exasperated,2
2,angry,-3
2,struck,-1
2,glad,3
2,reach,1
2,liked,2
2,good,3
2,warmth,2
2,reached,1
2,madly,-3
2,hard,-1
2,pleased,3
2,good,3
2,fight,-1
2,refusing,-2
2,dragged,-1
2,no,-1
2,sorry,-1
2,wow,4
2,boring,-3
2,ignored,-2
2,excitement,3
2,brilliant,4
2,easy,1
2,best,3
2,like,2
2,true,2
2,yes,1
2,resigned,-1
2,difficult,-1
2,yes,1
2,stop,-1
2,questioning,-1
2,reached,1
2,good,3
2,like,2
2,launched,1
2,clear,1
2,pleased,3
2,won,3
2,best,3
2,worst,-3
2,clearly,1
2,torturing,-4
2,great,3
2,cool,1
2,effectively,2
2,wonderful,4
2,funny,4
2,strangely,-1
2,cried,-2
2,no,-1
2,lied,-2
2,frowning,-1
2,like,2
2,outrage,-3
2,anger,-3
2,clear,1
2,no,-1
2,positively,2
2,rage,-2
2,distracted,-2
2,dislike,-2
2,funny,4
2,smiled,2
2,generous,2
2,gift,2
2,fine,2
2,smiled,2
2,admiring,3
2,superb,5
2,good,3
2,no,-1
2,no,-1
2,bad,-3
2,stop,-1
2,pay,-1
2,wrong,-2
2,no,-1
2,support,2
2,want,1
2,better,2
2,ill,-2
2,huge,1
2,fascinated,3
2,supported,2
2,matter,1
2,help,2
2,good,3
2,supported,2
2,fire,-2
2,perturbed,-2
2,problem,-2
2,better,2
2,stop,-1
2,difficult,-1
2,curse,-1
2,best,3
2,broken,-1
2,want,1
2,like,2
2,true,2
2,criticize,-2
2,unfair,-2
2,best,3
2,difficult,-1
2,keen,1
2,no,-1
2,curse,-1
2,bad,-3
2,bad,-3
2,fresh,1
2,outraged,-3
2,insulting,-2
2,like,2
2,better,2
2,proudly,2
2,brilliant,4
2,disgusting,-3
2,dirty,-2
2,ridiculous,-3
2,died,-3
2,blame,-2
2,curse,-1
2,good,3
2,trouble,-2
2,trouble,-2
2,worse,-3
2,struck,-1
2,furious,-3
2,laughing,1
2,like,2
2,no,-1
2,thanks,2
2,better,2
2,risk,-2
2,big,1
2,alone,-2
2,help,2
2,strong,2
2,expelled,-2
2,matter,1
2,clear,1
2,charm,3
2,amusement,3
2,good,3
2,no,-1
2,keen,1
2,good,3
2,cool,1
2,nervously,-2
2,no,-1
2,loathed,-3
2,helping,2
2,fan,3
2,desperately,-3
2,great,3
2,gloom,-1
2,enjoy,2
2,worse,-3
2,no,-1
2,no,-1
2,good,3
2,fan,3
2,like,2
2,no,-1
2,huge,1
2,bless,2
2,huge,1
2,fan,3
2,yeah,1
2,like,2
2,aching,-2
2,like,2
2,leave,-1
2,please,1
2,breathtaking,5
2,kill,-3
2,huge,1
2,solid,2
2,top,2
2,best,3
2,broke,-1
2,no,-1
2,sorry,-1
2,puzzled,-2
2,great,3
2,no,-1
2,like,2
2,detention,-2
2,feeling,1
2,empty,-1
2,straight,1
2,strong,2
2,satisfied,2
2,attack,-1
2,award,3
2,frowning,-1
2,bullied,-2
2,fire,-2
2,happy,3
2,no,-1
2,like,2
2,squelched,-1
2,ghost,-1
2,fulfill,2
2,troubled,-2
2,elegant,2
2,matter,1
2,no,-1
2,importance,2
2,join,1
2,fulfill,2
2,great,3
2,axe,-1
2,join,1
2,yes,1
2,agree,1
2,wishes,1
2,clean,2
2,saved,2
2,great,3
2,pain,-2
2,accept,1
2,appreciate,2
2,greatest,3
2,regret,-2
2,fulfill,2
2,best,3
2,wishes,1
2,fuming,-2
2,good,3
2,no,-1
2,no,-1
2,free,1
2,sentence,-2
2,drowned,-2
2,like,2
2,gray,-1
2,battle,-1
2,better,2
2,good,3
2,flu,-2
2,accidentally,-2
2,backing,2
2,accusing,-2
2,mess,-2
2,gloomy,-2
2,good,3
2,avoided,-1
2,punished,-2
2,suspend,-1
2,great,3
2,yes,1
2,crime,-3
2,crime,-3
2,sentence,-2
2,sentence,-2
2,great,3
2,rage,-2
2,menace,-2
2,havoc,-2
2,distress,-2
2,like,2
2,help,2
2,feeling,1
2,grateful,3
2,hopefully,2
2,big,1
2,distract,-2
2,woeful,-3
2,fail,-2
2,safe,1
2,easy,1
2,no,-1
2,joke,2
2,solution,1
2,feeble,-2
2,fabulous,4
2,thank,2
2,fascinated,3
2,want,1
2,useful,2
2,triumphant,4
2,sweet,2
2,no,-1
2,lied,-2
2,alarmed,-2
2,help,2
2,amazed,2
2,luck,3
2,escape,-1
2,kind,2
2,great,3
2,crash,-2
2,distract,-2
2,yeah,1
2,detention,-2
2,thanks,2
2,wish,1
2,stopped,-1
2,like,2
2,no,-1
2,want,1
2,sorry,-1
2,happy,3
2,honor,2
2,miss,-2
2,welcome,2
2,no,-1
2,dear,2
2,excited,3
2,frightening,-3
2,impressive,3
2,fascinating,3
2,want,1
2,celebrate,3
2,died,-3
2,dead,-3
2,depressing,-2
2,bright,1
2,cheerful,2
2,rescued,2
2,brilliant,4
2,fire,-2
2,care,2
2,curious,1
2,escape,-1
2,fire,-2
2,regretting,-2
2,rash,-2
2,promise,1
2,great,3
2,promise,1
2,promise,1
2,straight,1
2,great,3
2,cheerful,2
2,bright,1
2,like,2
2,dear,2
2,welcome,2
2,welcome,2
2,pleased,3
2,dreadful,-3
2,like,2
2,warm,1
2,careful,2
2,nervously,-2
2,gloomy,-2
2,cheerful,2
2,ghost,-1
2,bloody,-3
2,ghost,-1
2,no,-1
2,stopping,-1
2,want,1
2,moaning,-2
2,haunts,-1
2,haunts,-1
2,yes,1
2,avoid,-1
2,awful,-3
2,stopped,-1
2,horrified,-3
2,disgusting,-3
2,great,3
2,gray,-1
2,like,2
2,died,-3
2,amazed,2
2,ghost,-1
2,ghost,-1
2,sadly,-2
2,stronger,2
2,sick,-2
2,bright,1
2,wicked,-2
2,no,-1
2,thanks,2
2,poor,-2
2,poor,-2
2,no,-1
2,upset,-2
2,ghost,-1
2,bright,1
2,nice,3
2,miss,-2
2,nice,3
2,fun,4
2,tears,-2
2,no,-1
2,nice,3
2,yeah,1
2,tears,-2
2,ugly,-3
2,miserable,-3
2,moaning,-2
2,moping,-1
2,forgotten,-1
2,moaning,-2
2,anguished,-3
2,dear,2
2,sadly,-2
2,enjoying,2
2,yes,1
2,lied,-2
2,bad,-3
2,proudly,2
2,better,2
2,warn,-2
2,stopped,-1
2,excitement,3
2,bitterly,-2
2,ghost,-1
2,stopped,-1
2,ghost,-1
2,ghost,-1
2,laughed,1
2,welcome,2
2,huge,1
2,fake,-3
2,upset,-2
2,join,1
2,meaningful,2
2,frightening,-3
2,ha,2
2,great,3
2,sorrow,-2
2,cheers,2
2,agreed,1
2,backed,1
2,hopefully,2
2,kill,-3
2,murderous,-3
2,kill,-3
2,kill,-3
2,growing,1
2,fear,-2
2,excitement,3
2,matter,1
2,no,-1
2,good,3
2,hoping,2
2,great,3
2,growing,1
2,kill,-3
2,stopping,-1
2,darkness,-1
2,enemies,-2
2,help,2
2,trust,1
2,want,1
2,happy,3
2,died,-3
2,alone,-2
2,enemies,-2
2,alive,1
2,attracted,1
2,no,-1
2,doubt,-1
2,killed,-3
2,kill,-3
2,detached,-1
2,miss,-2
2,please,1
2,free,1
2,thank,2
2,excited,3
2,important,2
2,dodging,-2
2,tense,-2
2,loomed,-1
2,hard,-1
2,smile,2
2,curse,-1
2,killed,-3
2,torture,-4
2,saved,2
2,help,2
2,feeling,1
2,sorry,-1
2,sorry,-1
2,expelled,-2
2,strange,-1
2,attacks,-1
2,cleared,1
2,matter,1
2,agreement,1
2,forgotten,-1
2,dead,-3
2,stopped,-1
2,murders,-2
2,prevented,-1
2,dead,-3
2,choked,-2
2,petrified,-2
2,no,-1
2,advanced,1
2,increased,1
2,good,3
2,wrong,-2
2,wrong,-2
2,doubted,-1
2,suspicious,-2
2,launched,1
2,join,1
2,no,-1
2,tired,-2
2,triumphant,4
2,smile,2
2,fit,1
2,huge,1
2,nasty,-3
2,smile,2
2,good,3
2,certain,1
2,honest,2
2,no,-1
2,stop,-1
2,no,-1
2,wrong,-2
2,guilty,-3
2,furious,-3
2,petrified,-2
2,want,1
2,reached,1
2,revive,2
2,excuse,-1
2,awkward,-2
2,empty,-1
2,no,-1
2,no,-1
2,good,3
2,admit,-1
2,weird,-2
2,weird,-2
2,weird,-2
2,stifled,-1
2,funny,4
2,kind,2
2,like,2
2,hates,-3
2,satisfied,2
2,smile,2
2,bitter,-2
2,better,2
2,attack,-1
2,fresh,1
2,attacked,-1
2,mess,-2
2,no,-1
2,crime,-3
2,detention,-2
2,like,2
2,happy,3
2,disturbed,-2
2,great,3
2,better,2
2,like,2
2,no,-1
2,hope,2
2,expelled,-2
2,attack,-1
2,care,2
2,idiot,-3
2,great,3
2,wish,1
2,fit,1
2,want,1
2,desperately,-3
2,no,-1
2,severe,-2
2,ghost,-1
2,exciting,3
2,dead,-3
2,fire,-2
2,boring,-3
2,like,2
2,cleaner,2
2,falling,-1
2,dull,-2
2,amazed,2
2,miss,-2
2,clear,1
2,miss,-2
2,cleared,1
2,like,2
2,miss,-2
2,grant,1
2,please,1
2,no,-1
2,interrupted,-2
2,alive,1
2,dead,-3
2,yes,1
2,interest,1
2,uncertain,-1
2,greatest,3
2,admitted,-1
2,like,2
2,honest,2
2,true,2
2,alone,-2
2,unworthy,-2
2,hoping,2
2,annoyed,-2
2,nonsense,-2
2,gullible,-2
2,alone,-2
2,nervous,-2
2,no,-1
2,no,-1
2,true,2
2,no,-1
2,nonsense,-2
2,aggravated,-2
2,miss,-2
2,likes,2
2,myth,-1
2,regret,-2
2,foolish,-2
2,please,1
2,solid,2
2,drop,-1
2,straight,1
2,great,3
2,help,2
2,no,-1
2,doubt,-1
2,desperately,-3
2,better,2
2,fight,-1
2,great,3
2,disgust,-3
2,frowning,-1
2,attacked,-1
2,attack,-1
2,stopped,-1
2,no,-1
2,empty,-1
2,hurt,-2
2,funny,4
2,like,2
2,like,2
2,no,-1
2,like,2
2,dead,-3
2,carefully,2
2,like,2
2,funny,4
2,great,3
2,big,1
2,broke,-1
2,like,2
2,broke,-1
2,laugh,1
2,feeling,1
2,better,2
2,reached,1
2,matter,1
2,moaning,-2
2,depressing,-2
2,dull,-2
2,stall,-2
2,reached,1
2,moaning,-2
2,no,-1
2,agreed,1
2,nice,3
2,dirty,-2
2,wish,1
2,stop,-1
2,choked,-2
2,tears,-2
2,dead,-3
2,no,-1
2,upset,-2
2,no,-1
2,upset,-2
2,good,3
2,misery,-2
2,ruining,-2
2,death,-2
2,funny,4
2,attacked,-1
2,upset,-2
2,kill,-3
2,dead,-3
2,tragic,-2
2,cheerful,2
2,stopped,-1
2,dead,-3
2,shock,-2
2,care,2
2,like,2
2,stopping,-1
2,expelled,-2
2,upset,-2
2,crying,-2
2,care,2
2,worried,-3
2,mess,-2
2,chances,2
2,hope,2
2,no,-1
2,bad,-3
2,reached,1
2,fuming,-2
2,want,1
2,mock,-2
2,unconvinced,-1
2,evil,-3
2,difficult,-1
2,like,2
2,laughed,1
2,no,-1
2,better,2
2,no,-1
2,dodgy,-2
2,frowning,-1
2,stuck,-2
2,like,2
2,difficult,-1
2,restricted,-2
2,restricted,-2
2,hard,-1
2,want,1
2,interested,2
2,chance,2
2,no,-1
2,disastrous,-3
2,help,2
2,forced,-1
2,curse,-1
2,good,3
2,good,3
2,refused,-2
2,nice,3
2,like,2
2,screwed,-2
2,strength,2
2,charm,3
2,piteous,-2
2,moan,-2
2,good,3
2,effective,2
2,hero,2
2,terror,-3
2,attacks,-1
2,best,3
2,leave,-1
2,nervously,-2
2,restricted,-2
2,help,2
2,smiling,2
2,favorite,2
2,yes,1
2,clever,2
2,trapped,-2
2,no,-1
2,best,3
2,help,2
2,yes,1
2,nice,3
2,save,2
2,useful,2
2,hesitate,-2
2,happy,3
2,cares,2
2,best,3
2,like,2
2,determined,2
2,carefully,2
2,guilty,-3
2,moaning,-2
2,moaning,-2
2,crying,-2
2,stall,-2
2,carefully,2
2,clear,1
2,restricted,-2
2,intense,1
2,pain,-2
2,easy,1
2,help,2
2,want,1
2,excuse,-1
2,worry,-3
2,worry,-3
2,steal,-2
2,good,3
2,fine,2
2,bright,1
2,want,1
2,threatening,-2
2,worse,-3
2,difficult,-1
2,want,1
2,straight,1
2,attacked,-1
2,swiftly,2
2,best,3
2,clear,1
2,leave,-1
2,nervous,-2
2,lost,-3
2,badly,-3
2,empty,-1
2,uptight,-2
2,wish,1
2,good,3
2,luck,3
2,better,2
2,no,-1
2,denying,-2
2,better,2
2,true,2
2,rich,2
2,die,-3
2,win,4
2,no,-1
2,pressure,-1
2,greeted,1
2,cheers,2
2,anxious,-2
2,beaten,-2
2,threatening,-2
2,no,-1
2,avoided,-1
2,powerful,2
2,straight,1
2,avoid,-1
2,hard,-1
2,like,2
2,like,2
2,wrong,-2
2,attracted,1
2,forced,-1
2,superior,2
2,clearly,1
2,mad,-3
2,no,-1
2,chance,2
2,alone,-2
2,launched,1
2,attack,-1
2,stop,-1
2,avoid,-1
2,mad,-3
2,stopped,-1
2,stopping,-1
2,murdering,-3
2,leave,-1
2,alone,-2
2,wrong,-2
2,insane,-2
2,stop,-1
2,losing,-3
2,crazy,-2
2,leave,-1
2,alone,-2
2,die,-3
2,stupid,-2
2,determined,2
2,leave,-1
2,alone,-2
2,falling,-1
2,hard,-1
2,dizzy,-1
2,stupid,-2
2,kind,2
2,missed,-2
2,forced,-1
2,stupid,-2
2,kind,2
2,laughing,1
2,agonizing,-3
2,daring,2
2,pain,-2
2,useless,-2
2,attack,-1
2,numb,-1
2,pain,-2
2,fear,-2
2,attacking,-1
2,straight,1
2,hard,-1
2,strange,-1
2,pain,-2
2,good,3
2,focused,2
2,good,3
2,won,3
2,falling,-1
2,no,-1
2,moaned,-2
2,anxious,-2
2,worry,-3
2,no,-1
2,like,2
2,thanks,2
2,pain,-2
2,terrible,-3
2,want,1
2,charm,3
2,help,2
2,injured,-2
2,great,3
2,best,3
2,terrific,4
2,fight,-1
2,no,-1
2,straight,1
2,strange,-1
2,worst,-3
2,madly,-3
2,hurt,-2
2,like,2
2,yes,1
2,no,-1
2,broken,-1
2,miss,-2
2,strangely,-1
2,like,2
2,pleased,3
2,straight,1
2,sad,-2
2,growing,1
2,desperately,-3
2,mistake,-2
2,hurt,-2
2,no,-1
2,nasty,-3
2,help,2
2,won,3
2,kill,-3
2,want,1
2,hope,2
2,better,2
2,unbelievable,-1
2,top,2
2,happy,3
2,promised,1
2,good,3
2,alone,-2
2,distract,-2
2,pain,-2
2,darkness,-1
2,warned,-2
2,warned,-2
2,missed,-2
2,missed,-2
2,stopped,-1
2,barrier,-2
2,yes,1
2,hid,-1
2,care,2
2,safe,1
2,dream,1
2,ugly,-3
2,shocked,-2
2,expelled,-2
2,better,2
2,lost,-3
2,smiled,2
2,death,-2
2,threats,-2
2,pathetic,-2
2,anger,-3
2,careful,2
2,free,1
2,leave,-1
2,anger,-3
2,kill,-3
2,kill,-3
2,kill,-3
2,shocked,-2
2,save,2
2,better,2
2,injured,-2
2,hurt,-2
2,tears,-2
2,enslaved,-2
2,like,2
2,like,2
2,admitted,-1
2,improved,2
2,kind,2
2,survived,2
2,broken,-1
2,like,2
2,hope,2
2,terrible,-3
2,bad,-3
2,bad,-3
2,danger,-2
2,no,-1
2,no,-1
2,poor,-2
2,huge,1
2,stop,-1
2,best,3
2,risks,-2
2,moaned,-2
2,kind,2
2,miserable,-3
2,noble,2
2,save,2
2,terrified,-3
2,backing,2
2,like,2
2,pretending,-1
2,urgent,-1
2,attack,-1
2,horrible,-3
2,carefully,2
2,stuck,-2
2,petrified,-2
2,yes,1
2,good,3
2,gracious,3
2,better,2
2,blocked,-1
2,leave,-1
2,desperate,-3
2,feeling,1
2,hurt,-2
2,interested,2
2,better,2
2,excellent,3
2,excellent,3
2,no,-1
2,smile,2
2,hope,2
2,forced,-1
2,laugh,1
2,straight,1
2,moaning,-2
2,stall,-2
2,stall,-2
2,fright,-2
2,fine,2
2,stall,-2
2,fire,-2
2,stall,-2
2,hide,-1
2,interrupted,-2
2,better,2
2,better,2
2,amazed,2
2,triumphant,4
2,dear,2
2,wish,1
2,kind,2
2,want,1
2,disguise,-1
2,pretend,-1
2,dead,-3
2,top,2
2,empty,-1
2,stopped,-1
2,broke,-1
2,stop,-1
2,save,2
2,kill,-3
2,attacked,-1
2,dead,-3
2,scared,-2
2,attacked,-1
2,alone,-2
2,wrong,-2
2,cheering,2
2,stopped,-1
2,rage,-2
2,evil,-3
2,no,-1
2,danger,-2
2,attacked,-1
2,fearful,-2
2,struck,-1
2,suspicious,-2
2,perfect,3
2,loomed,-1
2,nervously,-2
2,better,2
2,matter,1
2,expelled,-2
2,trouble,-2
2,clean,2
2,smiled,2
2,safe,1
2,favorite,2
2,detention,-2
2,unfair,-2
2,solution,1
2,important,2
2,bully,-2
2,swiftly,2
2,solution,1
2,like,2
2,restore,1
2,calm,2
2,laugh,1
2,like,2
2,like,2
2,expelled,-2
2,puzzled,-2
2,welcome,2
2,moaning,-2
2,excited,3
2,interest,1
2,useful,2
2,great,3
2,excited,3
2,excellent,3
2,granted,1
2,smile,2
2,agreed,1
2,help,2
2,demonstration,-1
2,want,1
2,worry,-3
2,fear,-2
2,good,3
2,smiling,2
2,like,2
2,like,2
2,accepted,1
2,kill,-3
2,cried,-2
2,cheered,2
2,cares,2
2,fallen,-2
2,charm,3
2,lost,-3
2,thank,2
2,miss,-2
2,yes,1
2,excellent,3
2,stop,-1
2,easy,1
2,murderous,-3
2,like,2
2,help,2
2,reached,1
2,dream,1
2,smiling,2
2,miss,-2
2,miss,-2
2,weak,-2
2,smile,2
2,want,1
2,accidents,-2
2,hard,-1
2,wasting,-2
2,no,-1
2,straight,1
2,alarm,-2
2,charm,3
2,laughing,1
2,vague,-2
2,feeling,1
2,mistake,-2
2,choked,-2
2,jerk,-3
2,kind,2
2,stop,-1
2,stop,-1
2,screamed,-2
2,stopped,-1
2,stopped,-1
2,laughing,1
2,apologizing,-1
2,broken,-1
2,pain,-2
2,forgotten,-1
2,difficult,-1
2,dear,2
2,dear,2
2,careful,2
2,miss,-2
2,hard,-1
2,stop,-1
2,better,2
2,block,-1
2,flustered,-2
2,bad,-3
2,like,2
2,smile,2
2,excellent,3
2,backed,1
2,nervously,-2
2,blocking,-1
2,scared,-2
2,wish,1
2,drop,-1
2,aghast,-2
2,strike,-1
2,screams,-2
2,backed,1
2,swiftly,2
2,clearly,1
2,enjoying,2
2,angry,-3
2,allow,1
2,enraged,-2
2,straight,1
2,exposed,-1
2,poised,-2
2,strike,-1
2,stupidly,-2
2,leave,-1
2,alone,-2
2,fear,-2
2,attack,-1
2,relieved,2
2,puzzled,-2
2,grateful,3
2,angry,-3
2,scared,-2
2,like,2
2,ominous,3
2,frightened,-2
2,dragged,-1
2,empty,-1
2,accidentally,-2
2,free,1
2,no,-1
2,gift,2
2,bad,-3
2,bad,-3
2,angry,-3
2,wrong,-2
2,attack,-1
2,no,-1
2,panicked,-3
2,like,2
2,died,-3
2,terrible,-3
2,want,1
